File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
DAYMET_004_tmin_doy2012216_aid0001,tmin,aid0001,2012-08-03,37363,13.3500004,22.3500004,"(13.3500004,22.3500004)",18.3784523,1.3045622,1.7018826,19.25,21.8899994,18.0,14.8299999,17.4799995
DAYMET_004_tmin_doy2012217_aid0001,tmin,aid0001,2012-08-04,37363,12.9899998,22.3400002,"(12.9899998,22.3400002)",18.8052082,1.6981246,2.8836273,20.0599995,22.3400002,18.5799999,14.1099997,17.6700001
DAYMET_004_tmin_doy2012218_aid0001,tmin,aid0001,2012-08-05,37363,13.8999996,22.8500004,"(13.8999996,22.8500004)",18.7977448,1.9387665,3.7588155,20.1000004,22.8500004,18.5100002,13.8999996,17.3199997
DAYMET_004_tmin_doy2012219_aid0001,tmin,aid0001,2012-08-06,37363,11.4899998,23.4699993,"(11.4899998,23.4699993)",18.4438877,1.5655047,2.4508049,19.6000004,23.1100006,18.6100006,13.6999998,17.2399998
DAYMET_004_tmin_doy2012220_aid0001,tmin,aid0001,2012-08-07,37363,7.3000002,18.8400002,"(7.3000002,18.8400002)",13.2225008,1.5366975,2.3614392,14.5200005,18.2399998,13.1099997,8.3599997,12.0200005
DAYMET_004_tmin_doy2012221_aid0001,tmin,aid0001,2012-08-08,37363,9.0699997,19.4400005,"(9.0699997,19.4400005)",14.1254616,1.4218259,2.0215888,14.96,17.5100002,13.8999996,10.7200003,13.2600002
DAYMET_004_tmin_doy2012222_aid0001,tmin,aid0001,2012-08-09,37363,11.7399998,19.8199997,"(11.7399998,19.8199997)",16.4551926,1.3192966,1.7405435,17.4500008,19.8199997,16.3099995,12.9799995,15.6599998
DAYMET_004_tmin_doy2012223_aid0001,tmin,aid0001,2012-08-10,37363,12.3400002,22.1200008,"(12.3400002,22.1200008)",18.919281,1.4350957,2.0594996,20.0,22.1200008,18.8400002,14.8800001,17.9500008
DAYMET_004_tmin_doy2012224_aid0001,tmin,aid0001,2012-08-11,37363,12.4300003,22.2000008,"(12.4300003,22.2000008)",18.5881386,1.3201274,1.7427363,19.3500004,21.7299995,18.5300007,15.3900003,17.7600002
DAYMET_004_tmin_doy2012225_aid0001,tmin,aid0001,2012-08-12,37363,13.3599997,21.9099998,"(13.3599997,21.9099998)",19.239933,1.2767358,1.6300543,20.0300007,21.9099998,19.2299995,15.9799995,18.4099998
DAYMET_004_tmin_doy2012226_aid0001,tmin,aid0001,2012-08-13,37363,11.8900003,20.9300003,"(11.8900003,20.9300003)",16.9282551,1.2792704,1.6365328,17.6399994,19.7700005,16.7800007,14.0900002,16.2199993
DAYMET_004_tmin_doy2012227_aid0001,tmin,aid0001,2012-08-14,37363,10.3400002,20.0300007,"(10.3400002,20.0300007)",16.150816,1.1509027,1.3245771,17.0599995,19.4099998,16.0499992,13.1400003,15.4899998
DAYMET_004_tmin_doy2012228_aid0001,tmin,aid0001,2012-08-15,37363,11.7799997,19.6399994,"(11.7799997,19.6399994)",17.3138256,1.0275321,1.0558222,18.0799999,19.6399994,17.4500008,14.7299995,16.7399998
DAYMET_004_tmin_doy2012229_aid0001,tmin,aid0001,2012-08-16,37363,11.54,19.1299992,"(11.54,19.1299992)",17.0872803,0.8436152,0.7116866,17.6800003,19.1299992,16.9500008,15.04,16.6200008
DAYMET_004_tmin_doy2012230_aid0001,tmin,aid0001,2012-08-17,37363,9.6300001,19.9799995,"(9.6300001,19.9799995)",14.5999317,1.3357846,1.7843204,15.54,18.3400002,14.5500002,10.8299999,13.6300001
DAYMET_004_tmin_doy2012231_aid0001,tmin,aid0001,2012-08-18,37363,8.8400002,18.5499992,"(8.8400002,18.5499992)",15.2258501,1.2594676,1.5862586,16.1700001,18.5499992,15.1999998,12.0699997,14.5299997
DAYMET_004_tmin_doy2012232_aid0001,tmin,aid0001,2012-08-19,37363,7.3099999,15.9899998,"(7.3099999,15.9899998)",11.6390314,1.5879714,2.5216533,12.79,15.9899998,11.6400003,7.3099999,10.5600004
DAYMET_004_tmin_doy2012233_aid0001,tmin,aid0001,2012-08-20,37363,7.0900002,16.2299995,"(7.0900002,16.2299995)",11.817709,1.5474056,2.3944641,12.9099998,16.1000004,11.9099998,7.5799999,10.75
DAYMET_004_tmin_doy2012234_aid0001,tmin,aid0001,2012-08-21,37363,6.5100002,17.6299992,"(6.5100002,17.6299992)",13.5433254,1.5403028,2.3725326,14.4899998,17.3600006,13.79,9.6899996,12.5699997
DAYMET_004_tmin_doy2012235_aid0001,tmin,aid0001,2012-08-22,37363,7.8600001,17.3199997,"(7.8600001,17.3199997)",12.0132036,1.570253,2.4656945,13.1800003,16.6100006,12.0100002,7.8600001,10.855
DAYMET_004_tmin_doy2012236_aid0001,tmin,aid0001,2012-08-23,37363,8.5699997,19.3099995,"(8.5699997,19.3099995)",12.8771439,1.6394736,2.6878735,13.9099998,17.1599998,12.8000002,8.5699997,11.7399998
DAYMET_004_tmin_doy2012237_aid0001,tmin,aid0001,2012-08-24,37363,10.4499998,19.6299992,"(10.4499998,19.6299992)",14.4746962,1.4206482,2.0182414,15.4749999,17.7399998,14.54,10.6199999,13.4799995
DAYMET_004_tmin_doy2012238_aid0001,tmin,aid0001,2012-08-25,37363,11.6499996,18.1800003,"(11.6499996,18.1800003)",15.6433926,1.2203364,1.489221,16.6200008,18.1800003,15.6499996,12.1999998,14.8500004
DAYMET_004_tmin_doy2012239_aid0001,tmin,aid0001,2012-08-26,37363,3.51,16.2600002,"(3.51,16.2600002)",13.8528843,1.0667452,1.1379452,14.6199999,16.2600002,13.9300003,11.4700003,13.3599997
DAYMET_004_tmin_doy2012240_aid0001,tmin,aid0001,2012-08-27,37363,4.2800002,16.2399998,"(4.2800002,16.2399998)",13.5390539,0.876592,0.7684136,14.1599998,15.9200001,13.54,11.21,12.9799995
DAYMET_004_tmin_doy2012241_aid0001,tmin,aid0001,2012-08-28,37363,6.9400001,21.3299999,"(6.9400001,21.3299999)",15.5739956,1.4160403,2.0051701,16.3299999,18.6399994,15.4899998,12.4799995,14.79
DAYMET_004_tmin_doy2012242_aid0001,tmin,aid0001,2012-08-29,37363,4.46,15.1800003,"(4.46,15.1800003)",10.7860823,1.6432018,2.7001122,11.9200001,15.1800003,10.5900002,6.2800002,9.6599998
DAYMET_004_tmin_doy2012243_aid0001,tmin,aid0001,2012-08-30,37363,6.6399999,15.0299997,"(6.6399999,15.0299997)",10.053154,1.0501243,1.102761,10.7399998,12.8199997,9.9099998,7.2199998,9.3299999
DAYMET_004_tmin_doy2012244_aid0001,tmin,aid0001,2012-08-31,37363,8.0299997,20.9599991,"(8.0299997,20.9599991)",13.0372791,1.5952731,2.5448964,14.1300001,16.7399998,12.96,8.8199997,12.0
DAYMET_004_tmin_doy2012245_aid0001,tmin,aid0001,2012-09-01,37363,9.4799995,19.1399994,"(9.4799995,19.1399994)",15.0838861,0.9436963,0.8905626,15.6199999,17.25,14.9700003,12.8999996,14.5299997
DAYMET_004_tmin_doy2012246_aid0001,tmin,aid0001,2012-09-02,37363,9.0699997,15.1899996,"(9.0699997,15.1899996)",13.3617392,0.7192773,0.5173598,13.8299999,15.1099997,13.3999996,11.6800003,12.9700003
DAYMET_004_tmin_doy2012247_aid0001,tmin,aid0001,2012-09-03,37363,8.1999998,14.9200001,"(8.1999998,14.9200001)",12.6314096,0.8889934,0.7903092,13.2399998,14.9200001,12.7200003,10.4499998,12.1199999
DAYMET_004_tmin_doy2012248_aid0001,tmin,aid0001,2012-09-04,37363,10.6099997,16.4599991,"(10.6099997,16.4599991)",13.5757675,1.1589361,1.343133,14.3699999,16.4599991,13.5900002,10.6099997,12.5699997
DAYMET_004_tmin_doy2012249_aid0001,tmin,aid0001,2012-09-05,37363,9.5799999,18.7199993,"(9.5799999,18.7199993)",15.8246479,1.4200498,2.0165414,16.9400005,18.7199993,15.75,11.4499998,14.7399998
DAYMET_004_tmin_doy2012250_aid0001,tmin,aid0001,2012-09-06,37363,11.1199999,18.4599991,"(11.1199999,18.4599991)",16.4112701,1.037475,1.0763544,17.1000004,18.4599991,16.4599991,13.7799997,15.7700005
DAYMET_004_tmin_doy2012251_aid0001,tmin,aid0001,2012-09-07,37363,8.8999996,18.7700005,"(8.8999996,18.7700005)",16.2144451,1.2108514,1.4661612,17.2399998,18.7700005,16.1299992,12.2700005,15.25
DAYMET_004_tmin_doy2012252_aid0001,tmin,aid0001,2012-09-08,37363,8.9899998,20.2000008,"(8.9899998,20.2000008)",16.9147892,1.4290905,2.0422997,17.8299999,20.2000008,16.8999996,13.5799999,16.1299992
DAYMET_004_tmin_doy2012253_aid0001,tmin,aid0001,2012-09-09,37363,5.9299998,16.3299999,"(5.9299998,16.3299999)",13.4419441,1.3224431,1.7488558,14.3800001,16.3299999,13.5699997,10.4300003,12.8000002
DAYMET_004_tmin_doy2012254_aid0001,tmin,aid0001,2012-09-10,37363,0.44,13.29,"(0.44,13.29)",9.4603357,1.3897144,1.931306,10.5100002,13.1999998,9.3699999,5.9899998,8.6999998
DAYMET_004_tmin_doy2012255_aid0001,tmin,aid0001,2012-09-11,37363,0.36,11.8100004,"(0.36,11.8100004)",6.702467,1.208992,1.4616617,7.46,9.6800003,6.7199998,3.49,5.8699999
DAYMET_004_tmin_doy2012256_aid0001,tmin,aid0001,2012-09-12,37363,4.5100002,13.8100004,"(4.5100002,13.8100004)",7.1374187,1.0944651,1.1978539,7.9200001,9.8100004,7.0900002,4.5100002,6.2800002
DAYMET_004_tmin_doy2012257_aid0001,tmin,aid0001,2012-09-13,37363,6.1300001,16.7099991,"(6.1300001,16.7099991)",8.9682159,1.7107947,2.9268185,9.7799997,12.8400002,8.6099997,6.1300001,7.7399998
DAYMET_004_tmin_doy2012258_aid0001,tmin,aid0001,2012-09-14,37363,8.4799995,18.4899998,"(8.4799995,18.4899998)",11.6450415,1.577985,2.4900368,12.8699999,15.8199997,11.3699999,8.4799995,10.4099998
DAYMET_004_tmin_doy2012259_aid0001,tmin,aid0001,2012-09-15,37363,3.97,16.3700008,"(3.97,16.3700008)",11.8985958,1.3250811,1.7558399,12.6000004,14.8299999,11.79,8.8800001,11.1099997
DAYMET_004_tmin_doy2012260_aid0001,tmin,aid0001,2012-09-16,37363,-0.15,11.54,"(-0.15,11.54)",6.3551731,1.2162713,1.4793158,7.2399998,9.04,6.29,2.98,5.5300002
DAYMET_004_tmin_doy2012261_aid0001,tmin,aid0001,2012-09-17,37363,1.54,11.8199997,"(1.54,11.8199997)",4.2957911,1.514632,2.2941101,5.29,8.4499998,4.0,1.54,3.0799999
DAYMET_004_tmin_doy2012262_aid0001,tmin,aid0001,2012-09-18,37363,2.0599999,16.4200001,"(2.0599999,16.4200001)",7.1788359,2.066747,4.271443,8.5200005,12.71,6.8099999,2.0599999,5.6399999
DAYMET_004_tmin_doy2012263_aid0001,tmin,aid0001,2012-09-19,37363,3.3399999,15.5299997,"(3.3399999,15.5299997)",10.2425718,1.6739115,2.8019796,11.6000004,15.3999996,10.1099997,5.27,9.0600004
DAYMET_004_tmin_doy2012264_aid0001,tmin,aid0001,2012-09-20,37363,-5.6900001,12.0100002,"(-5.6900001,12.0100002)",4.4833951,2.2704704,5.1550358,6.0100002,10.7299995,3.97,-1.86,2.8599999
DAYMET_004_tmin_doy2012265_aid0001,tmin,aid0001,2012-09-21,37363,-1.92,11.0600004,"(-1.92,11.0600004)",5.0461102,1.4930186,2.2291046,6.21,8.2799997,4.79,0.47,3.9100001
DAYMET_004_tmin_doy2012266_aid0001,tmin,aid0001,2012-09-22,37363,2.27,14.4700003,"(2.27,14.4700003)",8.1681604,1.5522227,2.4093954,9.04,12.0699997,7.96,4.0799999,7.02
DAYMET_004_tmin_doy2012267_aid0001,tmin,aid0001,2012-09-23,37363,3.3,14.5500002,"(3.3,14.5500002)",9.4567194,1.5184857,2.3057987,10.6899996,14.1000004,9.2799997,5.0,8.4099998
DAYMET_004_tmin_doy2012268_aid0001,tmin,aid0001,2012-09-24,37363,-0.26,9.6000004,"(-0.26,9.6000004)",4.2036672,1.2989137,1.6871768,4.9499998,7.46,4.1300001,0.77,3.27
DAYMET_004_tmin_doy2012269_aid0001,tmin,aid0001,2012-09-25,37363,0.0,9.6300001,"(0.0,9.6300001)",3.3661878,1.4143589,2.000411,4.1700001,7.0599999,3.1600001,0.0,2.24
DAYMET_004_tmin_doy2012270_aid0001,tmin,aid0001,2012-09-26,37363,3.23,17.9799995,"(3.23,17.9799995)",7.5000944,2.510097,6.3005871,8.9200001,14.1400003,7.2800002,3.23,5.4400001
DAYMET_004_tmin_doy2012271_aid0001,tmin,aid0001,2012-09-27,37363,1.4299999,14.6899996,"(1.4299999,14.6899996)",9.6111031,2.2967312,5.2749744,11.5500002,14.6899996,9.7399998,2.1500001,7.73
DAYMET_004_tmin_doy2012272_aid0001,tmin,aid0001,2012-09-28,37363,0.37,11.0600004,"(0.37,11.0600004)",5.4452415,2.5839968,6.6770393,7.5,11.0600004,4.4200001,0.37,3.51
DAYMET_004_tmin_doy2012273_aid0001,tmin,aid0001,2012-09-29,37363,-0.94,13.6499996,"(-0.94,13.6499996)",7.7196827,2.2842667,5.2178744,9.4799995,13.6499996,7.3699999,0.84,6.02
DAYMET_004_tmin_doy2012274_aid0001,tmin,aid0001,2012-09-30,37363,3.04,12.8400002,"(3.04,12.8400002)",9.3867531,1.2796776,1.6375748,10.1999998,12.1599998,9.25,6.4499998,8.6999998
DAYMET_004_tmin_doy2012275_aid0001,tmin,aid0001,2012-10-01,37363,3.6400001,12.1599998,"(3.6400001,12.1599998)",8.7702675,0.7073263,0.5003105,9.21,10.4099998,8.8599997,7.0100002,8.3299999
DAYMET_004_tmin_doy2012276_aid0001,tmin,aid0001,2012-10-02,37363,5.1599998,14.0600004,"(5.1599998,14.0600004)",9.8840399,0.889458,0.7911355,10.5,11.6400003,9.9499998,7.5799999,9.3299999
DAYMET_004_tmin_doy2012277_aid0001,tmin,aid0001,2012-10-03,37363,7.4099998,15.8500004,"(7.4099998,15.8500004)",12.1909628,1.2758517,1.6277976,13.0299997,15.4399996,12.2399998,9.0100002,11.4200001
DAYMET_004_tmin_doy2012278_aid0001,tmin,aid0001,2012-10-04,37363,8.8000002,15.25,"(8.8000002,15.25)",13.931983,0.7431487,0.55227,14.54,15.25,13.9300003,12.1400003,13.5799999
DAYMET_004_tmin_doy2012279_aid0001,tmin,aid0001,2012-10-05,37363,4.46,14.9799995,"(4.46,14.9799995)",12.6490135,1.213063,1.4715218,13.5200005,14.9799995,12.8699999,9.9499998,12.0900002
DAYMET_004_tmin_doy2012280_aid0001,tmin,aid0001,2012-10-06,37363,3.1400001,14.3000002,"(3.1400001,14.3000002)",10.6058245,1.1703165,1.3696406,11.3400002,13.4799995,10.6599998,7.77,9.9099998
DAYMET_004_tmin_doy2012281_aid0001,tmin,aid0001,2012-10-07,37363,-1.21,8.4300003,"(-1.21,8.4300003)",4.4180679,1.027326,1.0553987,4.9899998,6.7800002,4.3699999,2.0,3.79
DAYMET_004_tmin_doy2012282_aid0001,tmin,aid0001,2012-10-08,37363,-2.3599999,7.54,"(-2.3599999,7.54)",3.1895504,0.9713407,0.9435028,3.6900001,5.1300001,3.21,1.29,2.73
DAYMET_004_tmin_doy2012283_aid0001,tmin,aid0001,2012-10-09,37363,-2.3199999,11.7299995,"(-2.3199999,11.7299995)",3.9135215,2.1175053,4.4838287,5.23,9.5799999,3.76,-1.98,2.3199999
DAYMET_004_tmin_doy2012284_aid0001,tmin,aid0001,2012-10-10,37363,-1.2,12.3500004,"(-1.2,12.3500004)",6.1311665,2.2098367,4.8833783,7.8499999,12.3500004,5.75,-0.73,4.3600001
DAYMET_004_tmin_doy2012285_aid0001,tmin,aid0001,2012-10-11,37363,-3.1700001,7.29,"(-3.1700001,7.29)",4.5418968,1.2076861,1.4585056,5.3200002,7.29,4.6199999,1.97,3.98
DAYMET_004_tmin_doy2012286_aid0001,tmin,aid0001,2012-10-12,37363,-5.5599999,6.8899999,"(-5.5599999,6.8899999)",2.3797452,1.0883697,1.1845487,3.01,5.02,2.29,-0.34,1.67
DAYMET_004_tmin_doy2012287_aid0001,tmin,aid0001,2012-10-13,37363,-8.8199997,2.1400001,"(-8.8199997,2.1400001)",-2.740756,1.0038466,1.0077081,-2.29,-0.84,-2.78,-4.71,-3.26
DAYMET_004_tmin_doy2012288_aid0001,tmin,aid0001,2012-10-14,37363,-5.5,8.8400002,"(-5.5,8.8400002)",0.2499101,1.5772433,2.4876965,1.11,3.8499999,0.18,-3.46,-0.72
DAYMET_004_tmin_doy2012289_aid0001,tmin,aid0001,2012-10-15,37363,-1.54,14.1599998,"(-1.54,14.1599998)",7.0186248,2.514786,6.3241487,8.5699997,13.6599998,6.46,0.24,5.1700001
DAYMET_004_tmin_doy2012290_aid0001,tmin,aid0001,2012-10-16,37363,-1.3,13.6899996,"(-1.3,13.6899996)",6.3200345,1.3695042,1.8755418,7.0799999,9.4499998,6.1900001,3.1300001,5.5
DAYMET_004_tmin_doy2012291_aid0001,tmin,aid0001,2012-10-17,37363,-2.9400001,3.9000001,"(-2.9400001,3.9000001)",-0.2480454,0.876892,0.7689395,0.26,1.97,-0.32,-2.55,-0.88
DAYMET_004_tmin_doy2012292_aid0001,tmin,aid0001,2012-10-18,37363,-2.0599999,8.0,"(-2.0599999,8.0)",1.2498238,1.1506492,1.3239936,1.6900001,3.46,1.08,-1.22,0.51
DAYMET_004_tmin_doy2012293_aid0001,tmin,aid0001,2012-10-19,37363,1.37,14.0699997,"(1.37,14.0699997)",4.721087,1.3783312,1.8997969,5.3299999,7.3699999,4.6900001,1.9400001,3.97
DAYMET_004_tmin_doy2012294_aid0001,tmin,aid0001,2012-10-20,37363,4.52,15.3199997,"(4.52,15.3199997)",10.3134966,1.3392674,1.7936371,11.0900002,13.5500002,10.1199999,7.0,9.4499998
DAYMET_004_tmin_doy2012295_aid0001,tmin,aid0001,2012-10-21,37363,0.51,10.9700003,"(0.51,10.9700003)",5.3571296,1.2867812,1.6558058,6.1199999,8.5600004,5.2399998,2.05,4.4899998
DAYMET_004_tmin_doy2012296_aid0001,tmin,aid0001,2012-10-22,37363,-0.15,10.0500002,"(-0.15,10.0500002)",5.7479653,1.094682,1.1983286,6.4899998,8.3100004,5.9499998,2.52,4.9000001
DAYMET_004_tmin_doy2012297_aid0001,tmin,aid0001,2012-10-23,37363,0.07,9.7799997,"(0.07,9.7799997)",4.4666734,1.2125937,1.4703834,5.0700002,7.1399999,4.3200002,1.62,3.6900001
DAYMET_004_tmin_doy2012298_aid0001,tmin,aid0001,2012-10-24,37363,-2.1600001,7.5599999,"(-2.1600001,7.5599999)",1.5620279,2.6983621,7.2811581,3.9100001,7.5599999,0.33,-2.1600001,-0.67
DAYMET_004_tmin_doy2012299_aid0001,tmin,aid0001,2012-10-25,37363,-2.47,6.5799999,"(-2.47,6.5799999)",1.7371503,1.730243,2.9937407,3.26,6.5799999,1.25,-2.47,0.38
DAYMET_004_tmin_doy2012300_aid0001,tmin,aid0001,2012-10-26,37363,0.87,9.0799999,"(0.87,9.0799999)",4.0400205,1.4405451,2.0751701,5.29,9.0799999,4.2399998,0.87,2.6500001
DAYMET_004_tmin_doy2012301_aid0001,tmin,aid0001,2012-10-27,37363,2.3299999,10.9499998,"(2.3299999,10.9499998)",5.5197496,1.1222557,1.2594578,6.27,8.2700005,5.5500002,2.3299999,4.5900002
DAYMET_004_tmin_doy2012302_aid0001,tmin,aid0001,2012-10-28,37363,2.5699999,13.21,"(2.5699999,13.21)",7.4373202,1.1663494,1.3603709,8.1599998,10.4499998,7.4099998,4.3400002,6.6300001
DAYMET_004_tmin_doy2012303_aid0001,tmin,aid0001,2012-10-29,37363,3.78,12.4700003,"(3.78,12.4700003)",8.8465881,1.0668663,1.1382037,9.46,11.2399998,8.9700003,6.4899998,8.2700005
DAYMET_004_tmin_doy2012304_aid0001,tmin,aid0001,2012-10-30,37363,6.1900001,16.1299992,"(6.1900001,16.1299992)",10.8394556,1.1240668,1.2635262,11.6199999,13.54,10.8199997,7.8699999,10.1199999
DAYMET_004_tmin_doy2012305_aid0001,tmin,aid0001,2012-10-31,37363,2.5999999,13.29,"(2.5999999,13.29)",9.9575863,1.1591882,1.3437172,10.6000004,12.4700003,9.7600002,7.48,9.3500004
DAYMET_004_tmin_doy2012306_aid0001,tmin,aid0001,2012-11-01,37363,-0.07,9.8999996,"(-0.07,9.8999996)",5.3776064,0.7983009,0.6372844,5.9000001,6.9099998,5.54,3.53,4.9499998
DAYMET_004_tmin_doy2012307_aid0001,tmin,aid0001,2012-11-02,37363,-1.7,7.6399999,"(-1.7,7.6399999)",4.2657666,1.0560473,1.1152359,4.9400001,6.8699999,4.2800002,1.72,3.6500001
DAYMET_004_tmin_doy2012308_aid0001,tmin,aid0001,2012-11-03,37363,-2.8399999,7.0700002,"(-2.8399999,7.0700002)",3.6702607,1.0529125,1.1086247,4.4200001,6.5,3.8,0.95,3.03
DAYMET_004_tmin_doy2012309_aid0001,tmin,aid0001,2012-11-04,37363,-5.1100001,4.1399999,"(-5.1100001,4.1399999)",1.8368068,0.9778774,0.9562442,2.54,4.1399999,1.8,-0.56,1.3
DAYMET_004_tmin_doy2012310_aid0001,tmin,aid0001,2012-11-05,37363,-8.9200001,3.4400001,"(-8.9200001,3.4400001)",-0.8475387,1.2391437,1.5354772,-0.18,1.5599999,-0.9,-3.0799999,-1.34
DAYMET_004_tmin_doy2012311_aid0001,tmin,aid0001,2012-11-06,37363,-11.8500004,-0.96,"(-11.8500004,-0.96)",-5.6481419,1.007516,1.0150885,-5.1199999,-3.5599999,-5.71,-7.7199998,-6.1599998
DAYMET_004_tmin_doy2012312_aid0001,tmin,aid0001,2012-11-07,37363,-9.7399998,3.28,"(-9.7399998,3.28)",-5.2518911,1.5514719,2.4070652,-4.3499999,-1.4,-5.1799998,-9.2700005,-6.3200002
DAYMET_004_tmin_doy2012313_aid0001,tmin,aid0001,2012-11-08,37363,-9.0699997,5.3000002,"(-9.0699997,5.3000002)",-2.0639887,1.6601262,2.756019,-0.97,1.95,-1.8,-5.8400002,-2.9200001
DAYMET_004_tmin_doy2012314_aid0001,tmin,aid0001,2012-11-09,37363,-6.3800001,6.1500001,"(-6.3800001,6.1500001)",0.2760359,1.0710654,1.1471811,0.8,2.24,0.36,-1.6,-0.16
DAYMET_004_tmin_doy2012315_aid0001,tmin,aid0001,2012-11-10,37363,-5.7199998,4.54,"(-5.7199998,4.54)",-0.7711658,1.0546744,1.1123381,-0.24,1.5,-0.82,-3.1300001,-1.4
DAYMET_004_tmin_doy2012316_aid0001,tmin,aid0001,2012-11-11,37363,-3.3900001,4.5799999,"(-3.3900001,4.5799999)",-0.6099778,1.1205008,1.255522,0.05,2.28,-0.82,-3.3900001,-1.4400001
DAYMET_004_tmin_doy2012317_aid0001,tmin,aid0001,2012-11-12,37363,-1.13,10.5699997,"(-1.13,10.5699997)",3.0080063,2.5219419,6.3601909,5.1999998,10.5699997,2.23,-1.13,0.9
DAYMET_004_tmin_doy2012318_aid0001,tmin,aid0001,2012-11-13,37363,-5.0999999,11.5600004,"(-5.0999999,11.5600004)",3.7515712,2.3618741,5.5784493,5.3899999,10.71,3.99,-3.49,1.83
DAYMET_004_tmin_doy2012319_aid0001,tmin,aid0001,2012-11-14,37363,-5.9699998,6.02,"(-5.9699998,6.02)",-2.0041864,1.8830298,3.5458013,-0.99,2.53,-2.27,-5.9699998,-3.3399999
DAYMET_004_tmin_doy2012320_aid0001,tmin,aid0001,2012-11-15,37363,-7.4499998,5.0500002,"(-7.4499998,5.0500002)",-3.2129819,2.0408161,4.1649302,-1.97,2.4000001,-3.1800001,-7.4499998,-4.8899999
DAYMET_004_tmin_doy2012321_aid0001,tmin,aid0001,2012-11-16,37363,-7.4699998,4.3000002,"(-7.4699998,4.3000002)",-3.0451443,1.8376534,3.37697,-1.77,2.26,-3.02,-7.4699998,-4.46
DAYMET_004_tmin_doy2012322_aid0001,tmin,aid0001,2012-11-17,37363,-8.6800003,4.3299999,"(-8.6800003,4.3299999)",-3.9055905,1.3516258,1.8268923,-3.2,-0.94,-4.0300002,-6.9699998,-4.71
DAYMET_004_tmin_doy2012323_aid0001,tmin,aid0001,2012-11-18,37363,-8.3999996,6.1100001,"(-8.3999996,6.1100001)",-4.9704523,1.3678918,1.8711279,-4.27,-1.89,-5.0799999,-8.2399998,-5.8600001
DAYMET_004_tmin_doy2012324_aid0001,tmin,aid0001,2012-11-19,37363,-8.8800001,6.54,"(-8.8800001,6.54)",-5.2850747,1.7824016,3.1769553,-4.1999998,-0.59,-5.6199999,-8.8800001,-6.6100001
DAYMET_004_tmin_doy2012325_aid0001,tmin,aid0001,2012-11-20,37363,-8.25,6.1300001,"(-8.25,6.1300001)",-5.1291366,1.7711257,3.1368862,-4.27,-1.11,-5.4699998,-8.25,-6.3800001
DAYMET_004_tmin_doy2012326_aid0001,tmin,aid0001,2012-11-21,37363,-6.6500001,7.1700001,"(-6.6500001,7.1700001)",-3.087549,1.6336122,2.6686887,-2.22,0.77,-3.3499999,-6.6500001,-4.2199998
DAYMET_004_tmin_doy2012327_aid0001,tmin,aid0001,2012-11-22,37363,-7.02,5.25,"(-7.02,5.25)",-2.2659395,1.9818369,3.9276776,-0.7,2.9400001,-2.6600001,-7.02,-3.8199999
DAYMET_004_tmin_doy2012328_aid0001,tmin,aid0001,2012-11-23,37363,-6.1199999,4.96,"(-6.1199999,4.96)",-2.5085111,1.3059752,1.7055712,-1.67,0.75,-2.5699999,-5.9099998,-3.3900001
DAYMET_004_tmin_doy2012329_aid0001,tmin,aid0001,2012-11-24,37363,-10.3900003,3.49,"(-10.3900003,3.49)",-1.2441672,1.3806144,1.9060961,-0.57,1.39,-1.23,-3.8399999,-1.88
DAYMET_004_tmin_doy2012330_aid0001,tmin,aid0001,2012-11-25,37363,-12.0299997,0.0,"(-12.0299997,0.0)",-3.0514505,1.4074806,1.9810016,-1.99,0.0,-2.6700001,-6.3600001,-3.74
DAYMET_004_tmin_doy2012331_aid0001,tmin,aid0001,2012-11-26,37363,-12.4200001,1.48,"(-12.4200001,1.48)",-4.7193289,1.8683597,3.4907679,-2.97,1.48,-4.6799998,-10.5100002,-5.9899998
DAYMET_004_tmin_doy2012332_aid0001,tmin,aid0001,2012-11-27,37363,-10.9200001,0.93,"(-10.9200001,0.93)",-5.5463157,1.7009189,2.8931251,-3.8900001,0.35,-6.0,-10.9200001,-6.7600002
DAYMET_004_tmin_doy2012333_aid0001,tmin,aid0001,2012-11-28,37363,-10.6800003,1.37,"(-10.6800003,1.37)",-4.6778092,2.0784559,4.319979,-2.75,1.37,-4.8200002,-10.6800003,-6.4400001
DAYMET_004_tmin_doy2012334_aid0001,tmin,aid0001,2012-11-29,37363,-12.3500004,0.41,"(-12.3500004,0.41)",-5.6731997,1.4236133,2.0266749,-4.6100001,-2.4400001,-5.6399999,-9.6599998,-6.6399999
DAYMET_004_tmin_doy2012335_aid0001,tmin,aid0001,2012-11-30,37363,-19.1800003,-0.31,"(-19.1800003,-0.31)",-5.7784767,3.0773635,9.4701661,-2.98,-0.31,-5.5700002,-15.6400003,-8.0500002
DAYMET_004_tmin_doy2012336_aid0001,tmin,aid0001,2012-12-01,37363,-18.9799995,0.8,"(-18.9799995,0.8)",-6.2980447,2.7270088,7.4365771,-4.0700002,0.8,-6.3600001,-14.6400003,-8.3000002
DAYMET_004_tmin_doy2012337_aid0001,tmin,aid0001,2012-12-02,37363,-9.6199999,7.4699998,"(-9.6199999,7.4699998)",-4.6723986,2.0536282,4.2173888,-3.1800001,1.3,-5.2399998,-9.6199999,-6.1700001
